gene_name,GG7_with_T_fpkm,GG7_with_T_1_fpkm,MN7_with_T_fpkm,RN4_with_T_fpkm,RN4_with_T_1_fpkm
AC112484.1,1.762226975,1.203781484,1.111952054,0.730458408,1.262851874
ZNF41,2.470948693,2.207850937,1.991844549,2.010926013,1.961491066
LINC00842,0.015953308,0,0.032212539,0.075746447,0.022076558
RBBP6,11.98045172,12.31583529,14.31213392,12.48151034,12.63235167
AL031686.1,0.096503888,0.172708029,0.292287514,0.152733767,0.237412117
AC009090.6,0.104013397,0.104707918,0,0.054872946,0.053976056
AC005046.1,0.733086422,0.147596281,0.370057644,1.160233573,1.318800566
DELE1,10.0622082,11.01419248,10.37287425,9.213723011,8.461538915
AC018761.2,11.76405575,8.570307721,7.032345423,7.921076619,7.711281898
PLGLB1,0.811062229,0.515670238,0.560258078,0.487934668,0.275669015
AC124283.3,0.694210627,1.009444264,2.102600248,1.302170116,0.960664748
CD163,0.023645915,0.05554221,0.007957544,0.062372784,0.23995961
CLTRN,0.661383345,0.803551183,0.621674737,0.469233339,0.315599171
EXOC3,7.106198584,7.0690898,8.9947707,7.223099198,7.291987882
SIGLEC17P,0.140668995,0.080919014,0.040576496,0.042406198,0.027808716
CAP1P2,0.487770419,0.261881266,0.426787559,0.754824302,0.719987207
AC021678.1,0,0.049277605,0.098840183,0.232418584,0.067739181
SERF1A,0.195266551,0.168488906,0.253464139,0.367907653,0.25091335
C16orf82,0.167694637,0.037514305,0,0.058978933,0
TMTC4,13.73368217,15.22263145,13.27534595,13.35754665,12.67673106
UHMK1,11.89798628,10.39607162,13.28281208,11.68055467,11.5136387
PKD2L1,0.044846233,0.090291363,0.21128903,0.118294614,0.103432094
NDUFV2,1.318257582,1.344073477,1.791592243,1.640561428,1.49680852
AL136164.3,0.046071293,0,0.151167338,0.103297149,0
ZNF84,9.519727823,10.34394894,11.59831401,10.35922833,10.34974992
MROH6,1.621504676,1.674186494,3.022249358,1.727321421,1.495917158
SORBS3,6.492810689,5.015598579,6.160546305,6.426448193,6.645083663
RNU4-23P,0.654541448,0,1.652043052,0.517961417,1.81153924
AC079921.2,1.510480264,1.419195013,0.711649315,0.584366726,1.114793378
ARHGAP31-AS1,0.881113488,1.182662511,0.074130137,0.852201476,0.406435086
AKR1C3,0.23252686,0.284966342,0.081654379,0.165339258,0.223844213
ELF2,5.459609741,6.573724563,6.506270486,6.635876405,6.63666712
PTTG1IP,51.98395197,47.85820898,51.985409,53.46166268,54.56640955
KIAA1522,7.796340297,8.204089192,9.747746395,8.238177055,8.397160096
SPDYE16,0.050753699,0.025546296,0,0.006693861,0.017558536
CD8B2,0.035655954,0.017947019,0,0.004702633,0.012335384
AC096734.2,0.423260059,0.213043131,0,0.055823401,0.146429269
CETN3,7.360957107,7.974404688,9.11442683,8.69272444,7.757074013
AC005077.2,0.199208267,0.802153703,0,0.210187242,0.275669015
AL451123.1,0.009346777,0.014113781,0.023590986,0.02218929,0.045270003
ANKRD26,3.052218841,3.455948062,3.780496957,3.454815477,3.584981633
NCL,68.26067191,67.59149231,60.97753132,62.86203213,64.1725161
OR52K3P,0.042423983,0.128121772,0.235569102,0.212619964,0.11741458
ABCA3,21.47640737,21.79711869,18.18517508,20.99057889,19.79136796
TRDMT1,1.548284089,1.339714704,1.216254951,1.319281571,1.179606947
RTBDN,0.650871122,0.517276687,0.397725505,0.433732177,0.331833356
RUFY4,0.273414146,0.190550627,0.116784315,0.166432404,0.130969672
AC009299.2,23.76075119,21.84338312,19.91503953,20.67115425,16.99869012
AC082651.3,0.023532564,0.094758784,0,0.012414757,0
AC092112.1,0.715904709,0.288273987,0.144553767,0.30214416,0
AP003396.1,0.813335527,0.818766354,0.456185458,0.286053642,0.375170848
CA6,0.034423667,0.051980283,0.017376862,0,0
RPL7P46,0.123832166,0.186988532,0.062509737,0,0
MIR4273,1.090902413,1.647279926,0.550681017,0,0
MIR377,1.328055112,2.005384257,0.670394282,0,0
AC096734.1,0.081237414,0.122669782,0.041008161,0,0
BCRP5,0.362196849,0.546922979,0.182834804,0,0
VTA1,11.94975284,14.29064105,13.61854933,14.68199271,14.57188993
THSD1,0.136031556,0.224083423,0.374552271,0.169624791,0.359374181
AC009102.1,0,0,0,0.08161463,0.071360578
KLRG2,0,0,0,0.066012379,0.057718592
MIR2467,0,0,0,1.790483909,1.565527738
PDHX,13.57477184,16.40094981,14.91056729,16.95221594,17.89135895
CUL1,19.46098572,18.45993513,18.04396064,17.54275561,15.18976673
RAB3GAP1,12.3236262,12.33633499,10.70426205,11.88704131,10.88453883
BTLA,0.557696933,0.28694841,0.362850678,0.235373324,0.20580105
AC103923.1,0.559664919,1.051683601,1.619755565,0.866080979,1.239163649
LRRC55,5.792873295,4.697640423,5.232792927,3.949655263,4.324589515
AL136090.1,0,0.630107075,0.505543229,0.594381954,1.732346267
CCNC,6.103755115,7.416617129,6.988729565,7.668644137,7.77563547
CORT,0.283827707,0.448993112,0.28654906,0.106953685,0
CARHSP1,11.23881819,10.46201452,11.26363367,11.59384081,12.40337563
SRP54-AS1,0.508755273,0.994178087,1.329403684,0.789403422,1.283814549
AC021945.1,0.2221474,0.027953841,0,0,0.07685318
AC022217.1,0.186251632,0.187495276,0.250716561,0.425785808,0.687304861
AC109454.1,0,0.185236297,0.371543819,0.43683493,0.25463403
BLACAT1,1.821085591,1.340271843,3.043643779,1.792277981,1.376503597
SNORD127,1.598298884,1.072647393,0.537874482,0,0
AL357874.1,0.239466383,0.160710237,0.080587466,0,0
AL139413.1,0.633427208,0.425104497,0.213166845,0,0
AC244034.1,0.173552657,0.116474338,0.058405562,0,0
AL445928.2,0.024191078,0.012176304,0.024423023,0.063810805,0.083690435
ADIPOR1,25.64252731,28.55835501,28.1918327,29.31924411,30.28215061
LEAP2,0.742992995,0.517814397,1.442532394,0.633183603,0.711810637
QSER1,5.473429449,5.848531425,5.733873251,6.458161615,6.224621022
SHPK,0.393952773,0.492724689,0.759302747,0.579411416,0.479080857
PLPP3,10.6006987,9.153217172,7.482011097,13.95144656,13.78188621
SETX,8.125695355,6.70201401,6.287017215,6.916960862,6.695532593
C6orf48,23.0997526,25.20036452,19.18608133,32.47923893,33.37416545
AC005614.1,0.075255244,0.063131451,0.050651197,0.006616899,0
RASL10B,10.12651503,10.02291281,8.149827459,9.104012488,9.613779773
FAM120C,2.145354626,2.033873066,1.398388072,2.027343015,1.866303353
DRG1,23.28088186,22.0803454,19.4649671,20.50178712,21.36646545
C2CD5,10.95453892,12.89747798,13.44805573,12.73484661,12.74831542
ZMYM3,19.11950019,18.98706862,23.43627066,19.34142024,19.5913935
PLEKHN1,0.09703756,0.081404585,0.277575889,0.110917729,0.156663295
AL592287.1,0.022091563,0,0.2007304,0,0.030570816
G3BP1,10.81370427,9.725935836,12.51696265,10.65371121,10.4719117
TTC30B,3.433205951,3.169076242,2.533379437,3.08086253,2.809531855
C12orf57,38.20695428,47.19648531,42.36401872,49.45393887,49.67689969
SYS1-DBNDD2,0.359484247,0.065797201,0.098981181,0.034481502,0.090447751
MLH1,11.29880863,10.81272304,11.17140324,12.43478909,12.63769164
SNORD83A,8.198992873,9.710281666,6.816851329,0,4.004455161
INPP5J,2.964575948,2.735673506,2.791548483,2.345972074,2.064373314
KIDINS220,27.14118619,27.44551506,26.38967247,23.95282147,24.65660328
GADD45A,25.22309794,25.50298239,22.20077574,31.08769875,33.00433622
TRMO,2.158445032,1.119350813,0.979512559,1.46650984,1.28225773
AC018521.4,1.553149198,0.52117331,2.439174675,1.502185653,1.432855896
NCBP1,11.82610576,11.18178839,10.31365594,11.08370212,9.519723599
ZNF446,3.303951855,3.073048717,3.683287535,3.864106499,3.219778254
ZNF791,5.290925977,6.312340961,6.692739301,6.394065506,6.099830637
LKAAEAR1,1.372425617,1.062761242,0.479625402,0.55694776,1.168734993
FAHD2A,6.057830205,7.197435608,7.528533702,6.762908994,7.756201987
WDR25,3.17184144,3.444525591,2.489422863,3.254962214,2.600490777
AC105020.6,0.941205862,0.568494305,0.228055245,0.436954578,0.625181989
AL358852.1,0.072267983,0.654754797,0.218882676,0.057188169,0.150009164
AL645608.8,0.276344399,0.333827536,0.111597601,0.145787291,0
RHPN1-AS1,1.027200082,0.745484346,0.385878669,0.592315975,0.793374849
RAD23A,32.32884179,41.03872716,40.51519219,39.9042495,40.33615138
LINC01422,0.246332803,0.061994406,0,0.032488619,0
AC112695.1,0.309580415,0.077911888,0,0.040830292,0
MT1H,0.253487698,0.063795073,0,0.033432272,0
AC010307.3,0.05589253,0.014066434,0,0.007371617,0
AL032819.3,0.198131465,0.049863609,0,0.026131387,0
RHOQP3,0.959150914,0.445640946,0.446929521,0.272464943,0.20419927
PHAX,12.95291909,12.13166934,10.34602002,11.66882284,11.74417659
TPRKBP2,0.289376219,0.29130845,0,0.101774875,0
AL161449.2,0.055671812,0.056043545,0,0.019580018,0
AC009237.3,0.027612235,0.027796608,0,0.009711343,0
SNORA53,0.92003818,0.740945187,1.300403366,1.456116432,2.546340297
CPSF4L,0.089956613,0.181114547,0.211911281,0.348019451,0.290462771
AL117332.1,1.834597693,0.757681116,0.569903969,0.918220444,0.84625293
RNU7-57P,7.636316892,13.83715137,20.04478903,13.29434303,19.02116201
EPB41,6.464877693,6.955603027,6.283927874,5.829796981,6.218926409
ARHGEF5,0.094502375,0.071350041,0,0.058164568,0.032693644
GMEB1,2.979334041,2.956381622,3.344498366,3.502795275,3.052888159
RNF212B,0.044505004,0,0.04493172,0.09391562,0.123174111
ZNF664,27.34620484,28.72191042,26.96634564,25.31148361,24.32148582
C19orf25,5.934543278,7.246613548,7.050354734,7.590551772,7.232333826
ETF1,26.06073633,26.01420547,22.77169536,24.82297161,23.68860212
RPL3L,0.016612727,0.117065578,0.184492117,0.184047204,0.091956307
C9orf147,0.48004786,0.510100652,0.646200775,0.703478835,0.885735135
TVP23A,1.24647557,1.230821528,0.689329348,1.235592128,0.977810558
AL356512.1,0.579639925,0.954835057,0.877796308,1.223171296,1.166718774
CACNA2D4,0.131953637,0.175100314,0.375434839,0.21516746,0.116200318
EXTL1,0.504936096,0.498141516,1.019554892,0.618007009,0.433220206
CD99P1,0.340480942,0.342754411,0.328120694,0.171458263,0.203457793
RPS15AP36,1.679190102,0.241486062,0.363276483,0.379657583,0.331957452
BTG3,22.98842665,31.46261797,27.88270406,32.32654253,31.23451872
RHOV,1.316760801,1.43376153,1.546428569,1.800460213,2.008099216
MTUS2-AS1,0.107092874,0,0.108119686,0.197741406,0.123498
VN1R80P,1.22000329,0,0,0.214540232,0
FAM83B,0.130205593,0,0,0.022896937,0
FER1L6,0.121151284,0.083847664,0.030578222,0.06391415,0.062869483
CABCOCO1,1.178101432,0.567202031,0.517129183,0.608003899,0.567055324
SLC16A3,6.927442561,8.33767209,6.736735868,6.903465003,6.858473463
AC005529.1,0,0.159598055,0.640238138,0.418192609,0.219390565
SEPT5-GP1BB,0.8439365,0.651996852,1.545539527,0.667836309,0.82836502
AC040160.2,0.082061913,0.137683098,0.027616242,0.028861532,0.037853059
LINC01894,0.243712241,0.408899272,0.082016322,0.085714655,0.112418215
AP001992.1,0.837402897,0.331176382,0.422715977,0.299777495,0.248318042
AC245060.5,0.640031419,0.574271896,1.109723422,0.70466661,0.654640661
RNU6-418P,0.856409371,0,1.729241325,2.710826106,0.592559564
OLFML2B,4.212831925,2.957868376,0.62308388,2.349911825,2.989172362
STYX,5.688120337,5.874349787,6.095766728,6.589146239,6.304724252
IQUB,0.466498232,0.422651832,0.737854626,0.455292744,0.559477586
EDC3,12.64189792,13.75670807,14.36756234,14.90648905,13.55548224
COG4,14.79077676,13.89690227,13.20253712,13.06555689,12.77085958
AL133243.2,2.93958158,3.613650472,4.651403139,3.683139171,3.598492505
GRIN2B,1.769574096,1.912571799,2.726904196,1.843664308,1.772546152
MRPS22,4.477929415,4.97918057,5.174068688,5.407381171,5.053931936
MALSU1,4.057103184,4.551300547,4.696589803,4.67613397,5.136849778
CDC16,22.00046236,25.2580148,25.62315018,25.03240323,25.97653009
CENPM,3.375784633,1.037656646,1.404887005,1.536211026,1.604709956
OTOS,0.426213036,0.500568784,0,0.299801957,0.098300579
AC116348.2,0.317628432,0.399686637,0,0.083783476,0.219770792
CDK2AP2,12.68559032,11.05692796,12.76139843,13.58825641,13.03249502
FOXQ1,0.019843179,0.299635153,0.140234057,0.450141147,0.439351223
AL139352.1,0.550073674,0.390879982,0.816687949,0.716952243,0.671651201
SRSF6,41.46854255,37.24653055,40.67773847,32.84444504,30.70111352
KMT5C,5.287049978,6.655355879,7.943645752,5.973279304,6.493087766
AC135983.4,0.072611571,0.14619283,0,0.038306708,0
AC010307.4,0.220278372,0.443498441,0,0.116209292,0
AC007128.2,0.100039086,0.201414139,0,0.052776272,0
AC093390.2,0.079822128,0.026785039,0.214899909,0.042110684,0.220919419
AL022069.1,1.120242087,1.607004133,2.148867735,1.462702778,1.860260344
LINC02452,0,0,0.031024283,0,0.063786593
AL159169.3,0,0,0.164909823,0.301605578,0
LINC02112,0,0,0.0371992,0.068034069,0
AC139453.2,0,0,0.250716561,0.458538562,0
NADK2-AS1,0,0,0.128492237,0.235001013,0
AC245014.3,0,0.398765169,0.933142473,0.348292979,0.730880385
MCRIP1,26.64717988,25.14157671,18.84552814,23.79527166,25.84822428
GATA2-AS1,0.140484148,0.060609511,0.060784764,0.021175237,0
GALNT16,4.563975361,4.615799739,4.607734962,5.180253506,5.171154643
GINM1,20.60787385,19.10551864,19.53082008,22.45266822,23.3889844
RUNX2,0.710311703,0.489840564,0.299271471,0.475050876,0.580479798
ATP5F1C,42.90257487,41.86045651,34.6034125,40.19582493,40.01585818
GTF2B,13.01434322,11.91964351,10.6859342,11.43938158,11.02799955
MPHOSPH6,9.330951599,8.192773036,8.068608439,7.350794899,7.498448953
ATP6V1F,111.3218212,113.7019832,100.0187484,104.5901304,103.4230482
CUL2,11.65254184,11.95438115,10.82959638,10.80604176,10.47081647
AL035411.1,0.996041334,1.002692129,0.402236569,0.525468104,0.735117373
PSMB2,24.71120345,26.78096887,20.54496158,24.81537497,24.02356136
XYLT1,2.902133519,3.14366398,2.652516961,2.627149509,2.817565802
AC127164.1,0.043677694,0.153892691,0.077168837,0.023042453,0.015110551
SPDL1,4.814860054,4.0938889,3.776493641,3.946785758,3.96854891
AC091013.1,0.171786454,0.049409575,0.061940554,0.051786894,0.016980148
HTR1E,0.736837595,0.314685054,1.172209885,0.58897497,0.679768623
LINC00910,0.15948218,0.140478694,0.167720107,0.23838495,0.248282028
AC092295.1,0.84456961,1.062761242,0.532917113,0.445558208,0.292183748
EFCAB7,3.148775829,3.517508677,4.427846103,3.364690923,3.601482289
AC004381.1,0.522141326,0.262813891,0,0.137729531,0
WDR6,54.17120275,51.22841802,51.3678243,45.77734667,46.95520638
AC051619.6,1.23207802,2.170533549,0.932918429,0.893737346,1.278733581
TMEM196,5.560479342,8.418982893,5.432703356,6.014790515,6.360554952
AL669831.3,0.166762152,0.201450793,0.151524968,0.105571754,0.069230799
AL445187.1,0.176222698,0.709597506,0,0,0.243861051
CACNA1H,12.08003929,12.18749796,17.06560856,12.02959271,11.94992826
TRPV3,0.173339709,0.141484165,0.056757307,0.128519397,0.116694245
AC022107.1,3.31713313,2.698259426,3.06487625,3.812446023,3.627176984
CYREN,3.866235239,3.441301194,3.06005193,2.998160427,3.503239762
PDCD5,16.41147199,18.60921823,20.42872589,18.92524803,18.26414284
AL445524.1,0.807759279,0.587277074,0.271834704,0.142046226,0.683097558
REPIN1,30.27588577,29.17836251,30.99401914,31.9912758,31.99515744
GAS1RR,0,0,0.031632463,0.027549046,0
Z82186.1,0,0,0.031799179,0.02769424,0
HNF1A,0,0,0.027599765,0.024036926,0
AC010542.1,0,0,0.250038948,0.217761557,0
AL138963.2,0,0,0.614033701,0.534768424,0
PLSCR5,1.520126634,0.668149054,0.281001715,0.982674463,0.770327434
AC005342.1,0.218527351,0.293315344,0,0.11528553,0
TUBB,442.260737,451.0084717,364.3150849,427.359032,427.3674002
LINC02362,0.314615152,0.316715909,0.284196781,0.15724163,0.068742906
ACSM1,0.175547515,0.208850537,0.145006914,0.07577283,0.066252741
SLC35B3,6.642623605,6.801145831,6.084752626,5.743730561,5.874050504
DCAF13,5.110247504,5.550504247,6.034204428,5.612609415,5.720753876
RFPL4AL1,0.706443413,0,0,0.106482523,0.139656109
GJC1,3.280265455,3.179668734,3.776425433,3.433139182,3.441087816
SEC61G,34.57485498,41.44134188,39.5019458,42.31986602,42.61346105
ATP13A5,0.02942704,0.022217648,0,0.01164332,0
AL023284.4,1.837616364,2.466515397,0.371047103,1.034076268,2.034348879
TCP10L,0.878201678,0.655427968,0.764329237,1.222156152,1.047651576
DNAJC1,12.07276969,10.53047239,8.729868441,10.76652839,10.11521211
SLC7A1,8.297495656,9.090449594,10.13905985,9.015617204,9.190759077
C1orf167,0.049349948,0.042582402,0.071175882,0.066946852,0.126827259
SCIN,0.082782064,0.043651572,0.151232367,0.101901842,0.054550351
AC110491.1,0.250744734,0.550732393,0.736433122,0.781666483,0.378530587
CYP4F2,0.204153602,0.01467977,0.073611084,0,0
PABPC4,18.14610484,18.51890455,18.70886384,19.55962428,20.60485652
AL137077.2,0.940292752,1.491566898,1.553413616,1.773781634,1.537780511
LRRC37A15P,0.270511595,0.102119198,0.068276318,0.071355078,0.046792526
MPPE1,4.047348036,4.068328036,3.607213269,3.668497373,3.606458853
GPBP1,21.0966233,21.76486418,22.56396749,23.4619235,22.48329565
ACE,0.202661369,0.347376185,0.215664198,0.18493462,0.18191189
SLX4,3.70127151,4.026641652,4.372116264,4.493299714,3.87464015
MT-TM,4.042756002,2.034875202,4.761771149,6.042883194,8.391689124
AC036108.3,0.017115391,0,0.017279494,0.099322697,0.023684674
AL356750.1,0.073426124,0.018479102,0,0,0.025402193
AC011239.2,0.123083684,0.030976385,0,0,0.042581513
RRP9,10.22046976,11.72094994,9.790815348,9.497053435,9.321735504
CCT5,26.89908646,27.52105691,22.89490045,26.15029501,25.26816465
AC023886.1,0,0.532943505,0.728842523,0.837878762,0.333003537
UBLCP1,18.06348502,17.70148787,15.93764702,16.78277575,15.61403309
C1orf232,0.842904887,1.333409243,2.309821034,1.143462786,1.666330444
SLC46A3,2.281187885,2.772804875,1.862048524,1.978020029,2.468318164
GTF3C4,9.652007307,8.426028999,7.877484948,8.475940554,8.126184812
PLEKHG3,1.469558213,1.808550152,2.641049513,1.568815687,1.655634309
POC5,2.963280743,3.47801562,3.394162697,3.820616405,3.843216223
SETD2,10.26694829,9.070397277,11.53796421,10.13868827,9.907051411
ABCD2,1.615892641,1.375285965,2.054063147,1.65070102,1.544948502
AC139769.1,1.69591245,1.251973392,0.827550252,1.16309658,1.408105763
THAP5,8.025752121,7.688855867,8.466346008,8.360884951,8.767397126
RP9P,7.545725554,9.366389974,7.779474189,7.000129869,6.636832524
SEMA4B,11.09151594,8.446600634,7.724940105,8.932357744,9.104238742
CHAT,0.818613171,0.430489154,0.715444778,0.264275425,0.135261597
PXN-AS1,1.694107277,2.170533549,2.176809668,2.112470091,2.90379084
SLC2A11,2.241933306,2.479999384,2.367494767,1.829858443,1.897123771
TMEM17,2.658114331,3.232690183,2.249260493,2.520907677,2.593988113
AC104117.1,0.050908779,0,0.154190685,0.053714517,0.211346245
AC114491.1,1.862516315,0.93747638,0.376074841,0.58954958,0.773217968
PM20D1,0,0.105869559,0,0.009246952,0
AL359853.1,0,0.460470928,0,0.040218857,0
OR6E1P,0,0.299829932,0,0.02618801,0
FAM186A,0,0.03335861,0,0.002913637,0
TMEM151B,15.50204503,18.64724497,22.43800697,17.54749668,17.18954618
KIR2DS4,0.199456038,0.057367958,0.028766919,0.060128191,0
PANK3,19.76925517,24.94523635,27.17720123,23.9544916,22.71272969
AP003393.1,0,0.041218801,0.175686437,0.054002531,0
RNF169,4.580033089,4.90541137,5.309851782,5.095085971,5.081711442
TMEM87B,4.772164497,3.48055792,3.033824542,3.621000997,3.886691698
AC083867.1,0.701805929,0.504637176,1.923166091,0.31735054,1.664871949
AC114490.3,0.564937766,0.306228453,0.380236276,0.23690089,0.200454864
SMIM8,1.827688601,1.781901613,2.10428252,1.881450888,2.094378718
TMEM63A,2.91153508,2.315337255,2.648637743,1.921752582,2.121843524
ZBED4,7.471249256,6.912218855,6.73759383,6.459301229,6.208851666
FAM213AP2,0,0.067531241,0.203179526,0.070780477,0.278494319
CYCSP45,0.436360965,0.585699529,0,0.153470049,0.201282138
ZNF518A,6.268356718,6.843827203,6.290232418,5.663919901,5.780924274
RPS2P55,1.245333672,0.940236786,0.68102341,0.547486586,0.789855727
TCF24,0.15927428,0.195968411,0.10720094,0.074689943,0.073469146
AC068587.2,2.46332803,1.983820986,1.989557224,4.80831566,5.113215595
SLC25A46,11.93710384,11.32074882,10.0522721,10.95204183,10.76250706
TBRG1,10.87544271,10.76014085,10.3445267,9.173291826,9.844965401
TIMM8B,34.1080089,37.65857092,29.15870155,32.73314773,34.04015844
AC003002.3,0.378660342,0.190594372,0.49697824,0.479435361,0.576398849
ARL4D,13.13143327,15.79426708,13.83124877,12.20572437,11.60306616
EEF1E1P1,0.532766295,1.394441611,0.645449378,0.393490068,0
AP001527.2,0.798727282,1.315735471,2.345848771,1.340734782,1.40674204
PSTPIP2,1.768215125,1.802412113,2.13322064,1.965403757,2.139111262
AL117335.1,0.085534352,0.114807313,0.259063378,0.120331215,0.315638449
SNORD116-7,0.482293698,1.942056333,0.486917952,0,0
SNORD91B,0.206386943,0.831060143,0.20836579,0,0
KAT6A,6.095154943,6.790268424,8.346388011,6.606052412,6.407266295
AC108448.2,1.066992223,0.884566755,0.697026383,0.331116887,0.607982348
AL591846.2,2.687642258,2.061400577,0.387630213,2.025547439,1.239740541
ARID5B,5.857516041,5.003810937,5.230746985,4.348443943,4.853752337
AL109613.1,0.023448261,0.02360483,0.094692335,0.123702829,0.032448246
AL450405.1,76.45983116,60.62268148,31.81402737,66.59920212,66.21290575
MCM6,12.97320859,10.95413149,13.50198177,13.28906027,12.4251884
RFPL1S,3.923491154,3.912913693,3.953733395,4.421104783,4.62056612
GRHPR,8.528242087,8.119225274,6.119829561,7.563221091,8.318138938
MIA2,1.634645688,1.860008645,1.975115519,1.926566803,1.937190173
TRAV14DV4,0.107806827,0.651160065,0.108840483,0.11374839,0
DSP,1.402727783,2.019888671,2.011979906,1.992540897,1.884589519
GLI2,2.758685792,2.601180888,2.470075539,3.404626739,3.27340526
ELP5,13.80496016,13.3805787,14.92329641,14.74917589,14.545325
SPNS2,4.870450715,5.890297958,5.479751655,6.808716846,5.876155621
SCRN2,8.010227906,8.821581882,7.190160426,7.268140812,7.896834707
SLC23A3,0,0,0.038536966,0.00671245,0.017607296
NDUFB10P2,0,0,0.290317189,0.05056806,0.132644087
AC239809.3,0,0,0.013424748,0.002338351,0.006133682
C1orf210,0,0,0.091538006,0.015944283,0.041823135
LINC00514,0,0,0.032393001,0.005642281,0.014800157
MCHR2,0,0,0.05801489,0.010105156,0.026506636
AL049779.1,0.056987439,0.22947183,0.460270701,0.390833241,0.236581617
AGER,6.022285541,5.884842103,10.31154845,5.888683478,5.58637883
AP001099.1,0,0.053946009,0.054101995,0.226166389,0.148313154
NSMCE4A,6.693083164,8.376692503,7.148603662,6.366669942,6.13297478
LPIN3,0.872626405,0.484663796,0.567076074,0.470942736,0.444160234
AC090181.3,0.998672883,0.974876363,1.649860696,1.197400897,1.214473136
HTATSF1P2,1.016561995,0.365482075,0,0.497987205,0.200963149
MIR548AT,0,0.795238585,5.582766175,1.66700226,0
AP000704.1,0.849228533,0.407094774,0.387858298,0.448016053,0.363746846
SNAI1,6.304717149,1.696131643,1.344367181,3.397777739,3.271730121
AC007344.1,0,0.017424948,0.052425998,0,0.119765533
ST7-OT4,0.051596736,0.294333801,0.034727632,0.117954176,0.047600506
HNRNPA1P53,0,0.341296898,0.04889768,0.025551303,0
LINC00971,0,0.040202573,0.005759831,0.003009779,0
AC226118.1,0,0.150450543,0.021555082,0.011263529,0
CCAR2,22.78974279,20.69007789,25.22412351,22.31446062,22.81336185
YY2,0.618483163,0.673095044,0.556909077,0.423288425,0.346974863
ANKRD61,0.1093506,0,0.220798117,0.115377245,0.201762525
VWA7,0.881597882,0.900162862,2.771872124,0.551467075,0.766841789
AC020663.1,0.32962519,0.248869629,0.831964127,0.434739798,0.684214461
AC106779.1,0.343348137,0.192022639,0.539218049,0.503154304,0.422340539
USP8,3.529747718,3.370063839,3.169130699,3.12347875,3.133482768
AL138963.3,64.67492878,59.53740302,63.56432313,70.29476369,69.44233751
FARSA-AS1,4.562778558,2.296622635,2.11132473,2.106233146,1.578519669
LINC01970,0.683471457,0.305793401,0.383347006,0.26708876,0.175148822
TMEM255A,9.061446016,4.913659249,4.388319646,6.528444052,6.0642896
FRAT2,4.65839485,4.960448904,4.974792091,5.690631982,5.816080568
NBPF19,1.058555719,1.32343618,1.829603601,1.147777867,1.225211926
AC092053.3,0.138144426,0,0,0.024292998,0.025488994
NECAP1,9.521214009,10.73749051,11.40198149,10.86519087,10.54922371
PNISR,24.26199082,25.39144858,32.60558492,24.49841551,25.16322997
SAPCD1,0.20598928,0.029623531,0.505056193,0.108670989,0.244330919
SGPP1,7.124462318,7.784790276,5.726284491,7.232484596,6.508851736
AC079779.2,0.049694036,0.250129273,0,0.026216413,0.068767759
PCSK7,2.368651762,2.32242613,2.849724265,2.316036656,2.558556519
RF00019,1.970662424,0.495955246,0.497389306,0,0
FLJ13224,0.121051259,0.030464886,0.030552976,0,0
ANKS4B,0.042112042,0.010598308,0.010628953,0,0
IGLV1-50,0.452522482,0.11388602,0.114215322,0,0
FUT9,5.049687794,6.586237953,9.349896545,5.361467617,5.809364301
AC244021.1,0.206564175,0.158433106,0.397228042,0.249084065,0.190565528
RNU6-375P,2.749074081,0,0,0.241715328,0
AC097066.1,0.402499865,0,0,0.035390238,0
AC007848.1,0.195663636,0,0,0.017203938,0
AC100827.4,0.075080543,0.075581873,0,0.03960923,0
ZNF133,3.977189741,4.284263603,4.467153641,4.659679927,4.522170844
NAMPTP1,7.326490192,8.384484458,3.55116971,7.566824302,7.566094676
PDZD11,21.6755183,24.03869801,15.70686158,22.41896651,20.89187213
ALYREF,42.29568657,38.73933528,42.61305457,43.2139093,45.23668984
AC119800.1,0.433266207,0.327119418,0.109355096,0.057143103,0.149890954
RBM45,2.949814719,2.651349378,2.484971112,2.475763182,2.253064063
AC024257.2,1.558432019,0.62753521,0,0.493296587,0
AL031773.1,0.413518965,0.16651205,0,0.130892777,0
VWCE,1.466473658,1.921037976,3.245786677,1.671277502,1.54802235
SYNM,9.053415729,5.615794052,4.206276132,6.878329764,6.998023114
NEK4,7.463062949,7.873745449,7.3464346,6.221588393,7.004089283
YPEL1,9.663270516,10.54007499,12.58258803,10.2061002,10.65475657
GTF2IP7,0.017800272,0.017919129,0.107825654,0.103297149,0
MAP1S,15.45445085,14.69739756,15.23550814,16.19588615,17.39832478
WWOX,1.837967389,2.152319903,1.732515063,2.626910336,2.802954697
AC008914.1,1.437198913,0.578718167,0.63843069,0.60656293,0.397765831
TCTEX1D1,1.049377741,1.220049906,1.462324559,1.676412757,1.104454569
CCNB1IP1,10.39618142,13.48620913,12.04195729,13.9314731,13.93851456
GPRC5B,26.73340877,25.98487104,25.4147508,29.25455197,30.83176204
AC010201.1,0.169695931,0.939559661,1.370583865,1.38762503,0.587072902
AC109347.1,2.070357036,2.854422189,2.680918587,3.395411775,2.896149423
SYNCRIP,20.90145092,21.02415037,22.65785603,21.5231223,22.74966523
IGFL2,0.094430959,0,0,0.18930714,0.313621797
TUBE1,5.729701704,6.283901623,7.967145238,5.584445619,6.783205155
PDZD2,0.59169007,0.601538354,0.700866749,0.7278348,0.620175977
